smd_id,Name,oanc_name,is_vacant,is_chairperson,oanc_hash_id
smd_2022_1A01,Jaspal Bhatia,Jaspal Bhatia,False,False,e102c251d2d896949688627f835714814009458ae6d4a008998949ed
smd_2022_1A02,Dieter Lehmann Morales Chairperson,Dieter Lehmann Morales,False,True,a8c58f17d6df64440f9a97bf8d89f1455bc71c0692a201b936ce87a6
smd_2022_1A03,Carlo Perri,Carlo Perri,False,False,6c8bcac8a8928bb2b2cc83dff1cf4bc5b08faacb9eab05d738a70968
smd_2022_1A04,Jeremy Sherman Vice Chair,Jeremy Sherman,False,False,622d3a5d934b451a9e68d5fc095967b3a0f92306c11f17f2b27adf64
smd_2022_1A05,Christine Miller,Christine Miller,False,False,d6e69bd7a5f2f2233f8ebf8c5f243f7547176824ff4037497662026f
smd_2022_1A06,Anthony Thomas-Davis Secretary,Anthony Thomas-Davis,False,False,95ca1a2369cc2c19da0d69f2bb6d4f01a489f44be084dbf64c4c7f0a
smd_2022_1A07,Vacant,Vacant,True,False,dcdefab865790cc892d2f07e7b2cd0f4613e243a27b4fbdd5ffb0b03
smd_2022_1A08,Vacant,Vacant,True,False,f085b14ab3a4aba186ca86c76a595bc7b171e98c8dfbc197f0f7b7bb
smd_2022_1A09,Jake Knoll,Jake Knoll,False,False,1a74b525384ea5d2cd1e3580e42e6fb596b6bde199d478f9a3bdba4a
smd_2022_1A10,Billy Easley  Treasurer,Billy Easley,False,False,1e31fd5eef7242837ed76a44d023856e685fd2e33600942ed41cfce5
smd_2022_1B01,Matt Fay  Secretary,Matt Fay,False,False,7c3c7e700ebc81d544c98a854e460bc6f1a2554b61646e264e90f514
smd_2022_1B02,Francois Barrilleaux,Francois Barrilleaux,False,False,3033a0c52a170f673534cd2db76e63d9209e7f0c0ecda9f7f364a75f
smd_2022_1B03,Jamie S. Sycamore,Jamie S. Sycamore,False,False,23c7c09862c53eca7c6e026a2e29f8b462870c7872f954ae367fba9f
smd_2022_1B04,Aaron Lemon-Strauss  Treasurer,Aaron Lemon-Strauss,False,False,774c4ab8c5dba6f031c42000657527be15b61711666c7d0ae4e78a32
smd_2022_1B05,Alan Kensek,Alan Kensek,False,False,938f8f59c590fb392a8f3105600872618c369f3e98e87ec67a0d36bb
smd_2022_1B06,Miguel Trindade Deramo  Chairman,Miguel Trindade Deramo,False,False,bb8a384bdf190bf3c4ef81195a0af6c0e5d4256563951218f901712a
smd_2022_1B07,Matthew Holden,Matthew Holden,False,False,2b2298895772d21b250aec26c10fee836584be42bbc334fa809ed235
smd_2022_1B08,Sabel Harris  Vice Chair,Sabel Harris,False,False,a9a4d00bb99284a359ed0e6abe2bfd26dfff4106c0f20c497a78db94
smd_2022_1B09,Stephen Hanrahan,Stephen Hanrahan,False,False,9c37529ed06c16004e25cbfb5209082239c8bc79989221dfdc56b94f
smd_2022_1C01,Daniel Michelson-Horowitz,Daniel Michelson-Horowitz,False,False,d014e7fbd993fde15d678275a3504673c942bff04ef3dae12a223932
smd_2022_1C02,Isabel Clements,Isabel Clements,False,False,2c74184f610fb13115c55bcdf42f9caec8e545bf961f599d15189bc5
smd_2022_1C03,Peter Wood  Chairperson,Peter Wood,False,True,9c5274f5ad604279f871fa28067f7277cbb41223c4b23f7c0f410ba3
smd_2022_1C04,Marie-Elise Diamond,Marie-Elise Diamond,False,False,6bb8be47f3332ea064e95b7d13f6aa44f44e4b3ad55787591679db2b
smd_2022_1C05,Scott Olesen,Scott Olesen,False,False,40bfebf66a82677033ab4945cfe2a9a7204eb5c59ff32b6fd39eddf5
smd_2022_1C06,Lynda Laughlin,Lynda Laughlin,False,False,696edf104837545d69283fe861a5b16441185e809e31a6762ecd01bc
smd_2022_1C07,Jean Evans,Jean Evans,False,False,486f4a2679abbf74d29b728c2f30c6a0714bb390370e8a25a7efb39f
smd_2022_1C08,Vacant,Vacant,True,False,e934c51a6390e0ed6763f1e3ad41ac042903f83d2b2d43410399a729
smd_2022_1C09,Katherine Swanson,Katherine Swanson,False,False,b5ab54e1361aa6583fa3c7433070682a094ff7f22a004cb380841a9a
smd_2022_1D01,Jay Falk,Jay Falk,False,False,d7c9ff57fe40e4cd8c230cd3967366a9d56fae686770bcbef43ddd2f
smd_2022_1D02,Susan Patrick,Susan Patrick,False,False,ec4f4ca9dc0ce980da1da427771c9d3978fa4ab38a3689ac570258b4
smd_2022_1D03,Erika Nunez,Erika Nunez,False,False,e144d25bf66fa3ab66e2ee252d58207f482a29ef59e4b620361777d9
smd_2022_1D04,Melissa Wyers,Melissa Wyers,False,False,ef4aa452925c66bed396e5b874302002220ba9d87c7769cef500cf5b
smd_2022_1D05,Omar Parbhoo  Vice Chair,Omar Parbhoo,False,False,78d3fc81949f87f34ff039426cbc5ea056cab897ff772c8c93ca6eb2
smd_2022_1D06,Angela Allison  Chairperson,Angela Allison,False,True,4a21d15d57628ce7395b6fb49ef3a0219f07bccfba2f426a18251e00
smd_2022_1D07,Gary Decker  Secretary,Gary Decker,False,False,42630815e16d7f773395e3f7ece8200b3381da65c0d19f4e3d3ab668
smd_2022_1E01,Brad Howard,Brad Howard,False,False,52f8d0f4bbc9da0e50cadb3741bf683546bcbf5748a30c49567b6971
smd_2022_1E02,Audra Grant,Audra Grant,False,False,0fa0818008c30390a976d6ec4be889c9db51549672d720748589f466
smd_2022_1E03,Phillipa Hawker,Phillipa Hawker,False,False,d9b3ced3c1c4d7ef8b3aa9bb3b8587ed7daf1b30f91c4a972efda68b
smd_2022_1E04,Rashida Brown  Vice Chair,Rashida Brown,False,False,d55800d5b850752d4a81a42276cb3a00ee154aab87c151dbbcac3f7b
smd_2022_1E05,Philip Newland,Philip Newland,False,False,e7a8c8cdc738980ac0fb943a798a34044a469fc04d81955d610ab04f
smd_2022_1E06,Josh Jacobson  Secretary,Josh Jacobson,False,False,0916aa0f12ce0f81c58646ae9bf8f54c55be31844db93cdf0cba51bb
smd_2022_1E07,Brian Footer  Chairperson,Brian Footer,False,True,014ccbf59a395745caf931f2c8cdbf041ace43fe4e0a47b2617c51f1
smd_2022_2A01,Vacant,Vacant,True,False,76a6106771b332e07cd37b5456730fb143e24a963264e148f432ca0c
smd_2022_2A02,May Yang,May Yang,False,False,3f6f221add5b2170654c676d810ba560bbc9e6b5719a178d77075937
smd_2022_2A03,"Trupti ""Trip"" Patel  Chairperson","Trupti ""Trip"" Patel",False,True,b8c3b4a2198017821ca2aba9c1f069df178a6b2ad8be7d585708f4d1
smd_2022_2A04,Ed Comer  Secretary,Ed Comer,False,False,bf645494b52fffabeddf1c0defbe2ccba959adf8fffdcb15c3ae3dc0
smd_2022_2A05,Vacant,Vacant,True,False,5759d311480323c229e4dcbb7e95de65226649c918aaa85c2d8918e8
smd_2022_2A06,Vacant,Vacant,True,False,660e2e00cb88ebbafe6f133929ff24d6946340497e83ad004df909b5
smd_2022_2A07,Vacant,Vacant,True,False,38d9f1bb30fbeab4a70c8df652b5b2b0a6f1399faf059ef5d8acb3a3
smd_2022_2A08,Jim Malec,Jim Malec,False,False,eece91367075380d847c2ee57ac9a3975fcc0673907572e079f0a2d7
smd_2022_2A09,Vacant,Vacant,True,False,c058d6759ac8ad20a47e68b2c7122e3eaa29270f072d154974a42ac3
smd_2022_2B01,Colton Flower,Colton Flower,False,False,be551a2df38323bae7e96d88794bcd6b3620cb4fa283bbe32fff5a2e
smd_2022_2B02,Jeff Rueckgauer,Jeff Rueckgauer,False,False,c59cd9f18a3edc0e4dcfb157b370e8d9f8393315479f8f4f2a195a28
smd_2022_2B03,Vincent E. Slatt  Treasurer,Vincent E. Slatt,False,False,3c292fd39959ce359b4a2ef2b1177068e5a60d80d64d0f5af32f2951
smd_2022_2B04,Lawrence Sprowls,Lawrence Sprowls,False,False,c14e2a8eb2e173ae3e124be31a4f92953a920b9a607f60138668a11c
smd_2022_2B05,Alex Marshall,Alex Marshall,False,False,c2103bef83ad6c33bf5f0b12c24a99c510b2bba9ec6187fd9313a891
smd_2022_2B06,Matt Johnson,Matt Johnson,False,False,5c3b2c63bec9ca6cd097fdc897d20d844d9407d128bdfcd3f969085c
smd_2022_2B07,Libby Franklin  Secretary,Libby Franklin,False,False,3795981a3441781bcef30035c72c107e9a06d92cb935c06702524100
smd_2022_2B08,Zachary Adams  Vice Chair,Zachary Adams,False,False,424225e43a4f4ed930b14d54676861efb9d0a3d346bbcb1590bf0320
smd_2022_2B09,Christopher Davis,Christopher Davis,False,False,5bac40420a53d9f6a6f0c31e843f043cd2329fa8494a06771abdcb49
smd_2022_2C01,Michael D. Shankle  Chairperson,Michael D. Shankle,False,True,21f2720da11759f5d51811f0a2f7036fb83d823a386cd57ca29a33c2
smd_2022_2C02,Nancy Groth,Nancy Groth,False,False,03800ced17cf2e550715397655b457a9b3d0fbba6e41c99193928849
smd_2022_2C03,Thomas S. Lee,Thomas S. Lee,False,False,1430fc90fe5e0d534cb7f5269e45056a7a9ef537e6365c88b0c40a33
smd_2022_2C04,Jim Swart,Jim Swart,False,False,95b8d9e114fa9fc1e9249c244f610e441ad93446d99e822fcd1f8448
smd_2022_2D01,Robyn Lipton,Robyn Lipton,False,False,bbb3b67cff1c57b2a6db97e4554e92dafb96574c79611a7a14711bae
smd_2022_2D02,Carole L. Feld  Vice Chair/Treasurer,Carole L. Feld,False,False,ec455da2df448cd8233c856bfeda1b38e9c4f03da7f63fc8605a8234
smd_2022_2E01,Kishan Putta,Kishan Putta,False,False,4543d7cc796b2bc9192df66e359c51904c9a3cb754d272f49435502e
smd_2022_2E02,"Christopher ""Topher"" Matthews  Vice Chair","Christopher ""Topher"" Matthews",False,False,8c9f8c3df05fa3f1b02c10c69145bff864a8d1ba875c0fdc535bc372
smd_2022_2E03,Paul Maysak,Paul Maysak,False,False,da36e029462b004a3a5c0d86e23acf53dbc949f74b7a2012eaef7d6d
smd_2022_2E04,Peter Sloniewsky,Peter Sloniewsky,False,False,9fd9ee4863349b57cb2262386b618378a499c76beca73d41ff9b23a7
smd_2022_2E05,Mimsy Lindner,Mimsy Lindner,False,False,79c09e5621768a67adbd0827fe400c6182cc55a30843bb85119eb76c
smd_2022_2E06,Gwendolyn Lohse  Chairperson,Gwendolyn Lohse,False,True,401b08152e896c7717587066b1fe786a81a8014e1cb2ed460be36305
smd_2022_2E07,Daniel Chao,Daniel Chao,False,False,a4d1e5c7cb96ef4ed988b302ae4170c5990396e09eab9a3291fb545e
smd_2022_2E08,Knox Graham,Knox Graham,False,False,ad0382b5b3b5859ed953c46b8a1084c15806da99cad8b0bb6c99d807
smd_2022_2F01,David R. Rubenstein,David R. Rubenstein,False,False,5aeaa4564d9fadf24272917a7afe5571ea4efc83ef81ba323127defd
smd_2022_2F02,Neil Rocklin,Neil Rocklin,False,False,90d7fcf2b9d5ae153ed9eeb68369a9265c038bca7cd5b294796dd087
smd_2022_2F03,Joe Florio  Chairperson,Joe Florio,False,True,5d368f7d5e90fd59fee853e74910bd3073ded8569222fbec9e3e0cbe
smd_2022_2F04,Kyle Oliver,Kyle Oliver,False,False,73a13e4bf5d1f081537869fb9777ed98529cab4638c0b38996c1d0ab
smd_2022_2F05,Christopher Dyer  Secretary,Christopher Dyer,False,False,f6b25c07ce5319eafd330dbf3838f642f35020b36668d4ce8f617d10
smd_2022_2F06,John Fanning,John Fanning,False,False,a7e3035646d6400b3797eececade4785c55d3a08095626be27c6fbe5
smd_2022_2F07,Kevin Cataldo,Kevin Cataldo,False,False,98d38c186e3242ae2748eace51cbc5eb4ca4f067d05b2019dbd4e872
smd_2022_2F08,Vacant,Vacant,True,False,a6992d57dcc022b84d740273db84fde9f69314d21d7a2b2c8be429a9
smd_2022_2G01,Howard Garrett  Vice Chair,Howard Garrett,False,False,ed1e4a730b511d8e387f48f1439af50b705652fa95ebf11606f077c6
smd_2022_2G02,"Alexander M. ""Alex"" Padro","Alexander M. ""Alex"" Padro",False,False,43ff913a1446601a8de7b9e984b65a3d27c9d48d8f98ca8d5165a74c
smd_2022_2G03,Nicole Shea Secretary,Nicole Shea,False,False,31e125eae622bb5c381314dee8a36497f5c096bf6a5141631ff56ec5
smd_2022_2G04,Steven McCarty  Chairperson,Steven McCarty,False,True,861b29ac0763a67e6faa20c5fc4b5e82ba79296754ea45067d0c05bd
smd_2022_2G05,Sheena Berry,Sheena Berry,False,False,9c9366970d6abd69ef4c064d642808549fa8685cc6f22244410f274d
smd_2022_2G06,Rachelle P. Nigro  Treasurer,Rachelle P. Nigro,False,False,acc028e183ff763ec5525db0bc3742a47d9ddfeda56139506e86f17a
smd_2022_3/4G01,Lisa R. Gore  Chairperson,Lisa R. Gore,False,True,f88a494a15e35a5251d4490f32ac8fd8f23f238785e5081b506b7d1d
smd_2022_3/4G02,Bruce Sherman  Vice Chair,Bruce Sherman,False,False,aad54a037d93b494336f4ec0b443130bce3191647a17816581dc3b38
smd_2022_3/4G03,Carol Grunewald,Carol Grunewald,False,False,8eced179b1fa779540e7cdafdcbbce7528c0f4cc276868d704f4c189
smd_2022_3/4G04,Laura Phinizy,Laura Phinizy,False,False,fb48d74125511cb5152c60011bcabdb3bf1d957a569de90ee6af76ef
smd_2022_3/4G05,Karrenthya Simmons  Treasurer,Karrenthya Simmons,False,False,c11f78cee19fb0ca45e6004bd48302eb21f7468b41a5cdaff01c5a36
smd_2022_3/4G06,Peter Gosselin,Peter Gosselin,False,False,a3405e51b5ad1b9e4592d06ccb0d6a3a2ecb73419053c581a82171c3
smd_2022_3/4G07,Elizabeth Nagy  Secretary,Elizabeth Nagy,False,False,6c8bf219eaaacc37fe2ad42d5d52d9bc317c831187491301459e7908
smd_2022_3A01,Thaddeus Bradley-Lewis  Chairperson,Thaddeus Bradley-Lewis,False,True,9de5701470910f277a147a395da56dc52ee70a17be5b6552cf36c046
smd_2022_3A02,Gracemary Allen,Gracemary Allen,False,False,d521457a29e53189e6d53f0467de51663928561b685f4aa6ea5a4d8b
smd_2022_3A03,Isaac Bowers,Isaac Bowers,False,False,f6c8561c73df4054bae56afa5db696c5ef76e4f05d8f86c2155bf11a
smd_2022_3A04,Clair McCafferty,Clair McCafferty,False,False,f667a71b06b0be629652e9d17bc792cd63865dfc7dd92f7d04640f57
smd_2022_3A05,Ann Lane Mladinov  Secretary,Ann Lane Mladinov,False,False,7165454c40768a3feb8bc43f6f9d0fbae96bfbe5249583af5ce4b78d
smd_2022_3B01,Kevin Lavezzo  Treasurer,Kevin Lavezzo,False,False,39d0081d2dc7d1af434300c7e7a0fcb608da0941c960ad45fc8c437d
smd_2022_3B02,Brian Turmail,Brian Turmail,False,False,f1b38a6d5bb4587efebbd6ff9ffcc85822dd3cff28ee0e09d491e4af
smd_2022_3B03,Melissa Lane  Secretary,Melissa Lane,False,False,2f38be7fe2ef211de3a37059330f1273db92872df1575a8b3945ee40
smd_2022_3B04,Richard Pollock,Richard Pollock,False,False,05a88f80098f6fe5621ef21becdce223d952c34a51d302cce1a0df63
smd_2022_3B05,Gupi Howie,Gupi Howie,False,False,eaa04174c2d1281a9704455fafc9659fd931e5a1798ee31fd64ef444
smd_2022_3B06,S. Robert Rodriguez,S. Robert Rodriguez,False,False,fc01761a67f80acef865f103cb0924bcc6578b6fc970241e471b18a8
smd_2022_3C01,Samuel Littauer,Samuel Littauer,False,False,f7b92c5ddfa6182bb9ed7ef52e7beb48bae9ec8db820836c63e8495f
smd_2022_3C02,Adam J. Prinzo  Secretary,Adam J. Prinzo,False,False,f3fa410342804576baae2b36813fd5dffecb5471f982dabf74ecbea3
smd_2022_3C03,Janell Marie Pagats  Chairperson,Janell Marie Pagats,False,True,7ec9c39510df4641d503c295e92791d5cafc1ef7ed09fda6f9b24eba
smd_2022_3C04,Erin Beard,Erin Beard,False,False,72a8f30b16ddf2d2cbafa74fedaf04cd97a67252581704deefa7af83
smd_2022_3C05,Zach Shaben,Zach Shaben,False,False,e41e790bfd06701186f379e5af2358fa1b159f9766e2bae692f264cd
smd_2022_3C06,Jay Bose,Jay Bose,False,False,f76997f53f290382c364344244c576f9f7c8a531ee0acfc02331ec21
smd_2022_3C07,Gawain Kripke,Gawain Kripke,False,False,ba947be368327cac968df33cfb9353266625b8461f20c730555a5a63
smd_2022_3C08,Rick Nash,Rick Nash,False,False,72233d2764710606da9e8d772de35e5795689f45c217c3bb2071e477
smd_2022_3D01,Chuck Elkins,Chuck Elkins,False,False,4b9a1b9b8674349e43686a3fde8d2fb845029eb4358258670514ebea
smd_2022_3D02,Tricia Duncan  Chairperson,Tricia Duncan,False,True,dcfae1af00ad748d205fc47380cc38c34c3eda01cd3fb8e644911aa0
smd_2022_3D03,Quentin Colon Roosevelt,Quentin Colon Roosevelt,False,False,f4401e2e9593d282654af3d3a3b0930a8fabbdb0409bc9df6b74d13e
smd_2022_3D04,Mark Blumenthal,Mark Blumenthal,False,False,573b6a6282f461021b53e6728cb246aa8e9401c0be9cf514698553de
smd_2022_3D05,Bernie Horn  Vice Chair,Bernie Horn,False,False,000368861b69bdd2bfe38557353d9192a2441553accb305de4eb8a93
smd_2022_3D06,Marilyn Nowalk  Treasurer,Marilyn Nowalk,False,False,0c6c26042733af664037a5d71400e6a14360f2954762c820064a5e82
smd_2022_3D07,J. P. Szymkowicz,J. P. Szymkowicz,False,False,82c09540763341a20daaf1d331fdaa3f30707fbc3d918ada3630730e
smd_2022_3E01,Matthew Cohen  Vice Chair,Matthew Cohen,False,False,87cdb95abf753f43e067369ee4b09afebc1cd515ea7acd4325d06fa3
smd_2022_3E02,Amy B. Hall  Secretary,Amy B. Hall,False,False,47b9eecdcb0d6b3565b80273cd2aff01d2ae5ccd27fca1bf140801c8
smd_2022_3E03,Jonathan Bender  Chairperson,Jonathan Bender,False,True,9bccc085e31031a1369deefaca6417b5ab34ff6a253c2e13424a04fa
smd_2022_3E04,Tom Quinn  Treasurer,Tom Quinn,False,False,e2a83c59a8d1968816bd11f2ee815f2ed2c1084793b3c6fef7fb389b
smd_2022_3E05,Jefferey Denny,Jefferey Denny,False,False,9005a5f46eb1b436571d7cd3d91d001362162a0a506c6f8574af7b5f
smd_2022_3E06,Alexandra Gianino,Alexandra Gianino,False,False,20a3d5c3b5212266b0915b5529b33fdea55c9161579b5f9ecbe4736a
smd_2022_3E07,Vacant,Vacant,True,False,6130bd82db1f0a8320fb19582b2c5dd9a715aed1b3ee4572b43f3ea6
smd_2022_3E08,Lizzie Graff,Lizzie Graff,False,False,9f97c5353d14e6c0a69b85345af6e1b829d813293c06af558d89ae83
smd_2022_3F01,Amy Rofman,Amy Rofman,False,False,86af6b3f67e61c72781459a48a59a1153d84229a3ebd7c75ae440390
smd_2022_3F02,Sue Guzman,Sue Guzman,False,False,af7a5a3aa07070488c59506e73e19124a0cc33a7983e1c67916f6ca4
smd_2022_3F03,Mitchell Baer  Treasurer,Mitchell Baer,False,False,8de755fdd4f8d29a7fd2ee30916c0e8fbdeaf8dcec18899353d5c82f
smd_2022_3F04,Claudette David  Vice Chair,Claudette David,False,False,1ed628b316712e60beb9c441026711c4c0557f6cc6748d608cdc6333
smd_2022_3F05,Adrian Jesus Iglesias,Adrian Jesus Iglesias,False,False,426d249435eaafef435eda58f1e6c1370a930e3ee877bcf5982416a3
smd_2022_3F06,Courtney Carlson  Chairperson,Courtney Carlson,False,True,f18a1d9eebe10a4a00f860c99d50e1a66ca7669505977c05a16b2ab1
smd_2022_4A01,Paula Y. Edwards  Chairperson,Paula Y. Edwards,False,True,9b2769b4077d93456d5fee24c29392590dec71de1e8ce6d9ea22bcf4
smd_2022_4A02,Joan Hoyte  Vice Chair,Joan Hoyte,False,False,e216697bfc2618b7e3cb16e6d7c766c56dcdcc015a75500061c9ae04
smd_2022_4A03,Christian Hara  Secretary,Christian Hara,False,False,447a501c29f108a89b203b1d4e5525eceb0b2a805633b18d9272fc75
smd_2022_4A04,Patience Singleton  Treasurer,Patience Singleton,False,False,3061cc765f61e578ebc4f65c1c4dd9db0a4a4aca086e3778db218ce6
smd_2022_4A05,Vacant,Vacant,True,False,1b13a1ec0b7719913a09142b711b9db34126f1b43e1f3237945e6076
smd_2022_4A06,Vacant,Vacant,True,False,f6076392b6bbf5b796ec8972bf14d7b6f12e7b407de7684af829473c
smd_2022_4A07,Vacant,Vacant,True,False,912a06412724d1bca0fcd1b5a7ab7587788c74245471428f359f5147
smd_2022_4B01,Douglas Payton,Douglas Payton,False,False,ddd088bc27959094f9ead7be5bbacc0f6ff7457a0a16ed115c848d66
smd_2022_4B02,Shamina Christian,Shamina Christian,False,False,8dc9dc5f5e812081f4b084d9c8e028be00f159e654fb17eddc15cf4d
smd_2022_4B03,Keenan Courtland,Keenan Courtland,False,False,66bdcd169bd11d021e1f6aeb863e09defed353956f4158e06c78ee4f
smd_2022_4B04,Vacant,Vacant,True,False,fc93f35b48352ac6a09f9762cf02b64ed9ec0f2ba40bd27dbdd265d6
smd_2022_4B05,Sophia Tekola,Sophia Tekola,False,False,98cf9d0e5e203ea30198c8a93022db82ab03093c058a845bedc33d83
smd_2022_4B06,Tiffani Nichole Johnson,Tiffani Nichole Johnson,False,False,094970c1486d99f8a0db62e39ac98c2f00fe0d0e6bbe70bad9098923
smd_2022_4B07,Michael Cohen,Michael Cohen,False,False,e7c48f07eb9ec310216bd8d0a9e970144d0b0381b3e101b4975d1ba4
smd_2022_4B08,Garrett Moore,Garrett Moore,False,False,9b31d90331667c6dc5be52ba25fc5a1313ceb85e626cfbaf411cf94b
smd_2022_4B09,Danielle Geong,Danielle Geong,False,False,94bc08dbf5eee3bf957fd444e59526e46664ccd4e9eb1a130933ff25
smd_2022_4B10,Jinin Berry,Jinin Berry,False,False,9e03c64eca7973959c3b8a845092e5fcfc7acbab28a42c862d30dc87
smd_2022_4C01,Emily Winternitz,Emily Winternitz,False,False,f8da7f28ca3828caafbc20f191ed06554e332cdf485982e1a4de5601
smd_2022_4C02,Antoine M. Kirby  Secretary,Antoine M. Kirby,False,False,fc30e7debfd28600d84c05d63fc65e188c6b7926e15459d173bae43c
