smd_id,Name,oanc_name,is_vacant,is_chairperson,oanc_hash_id
smd_2022_1A01,Max Ewart  Vice Chair,Max Ewart,False,False,f3bebe182acecc08289240f35fab9535b1c819eeb8e187c8b42613eb
smd_2022_1A02,Dieter Lehmann Morales Chairperson,Dieter Lehmann Morales,False,True,a8c58f17d6df64440f9a97bf8d89f1455bc71c0692a201b936ce87a6
smd_2022_1A03,Carlo Perri,Carlo Perri,False,False,6c8bcac8a8928bb2b2cc83dff1cf4bc5b08faacb9eab05d738a70968
smd_2022_1A04,Jeremy Sherman,Jeremy Sherman,False,False,622d3a5d934b451a9e68d5fc095967b3a0f92306c11f17f2b27adf64
smd_2022_1A05,Stephen Coleman Kenny,Stephen Coleman Kenny,False,False,ce27ae0bceb0130d130e6a00069265ed5c0326b2f3b8587ded02bdf6
smd_2022_1A06,Brandolon Barnett,Brandolon Barnett,False,False,8e91677e627db09a7d92e7597b8824ff4d4e6a7709dbfab051e1bd85
smd_2022_1A07,Mukta Ghorpadey  Secretary,Mukta Ghorpadey,False,False,89b5b4fb4376addc23a80ff5a094c825e53c3c04042c21b0d8531ec9
smd_2022_1A08,David Segall,David Segall,False,False,f689a64e52e306a6d2a830b093c64758e734144c7537dcab68c93477
smd_2022_1A09,James A. Turner  Treasurer,James A. Turner,False,False,de889d01b78a1db2714076a0386a51c1a731134cd16f6b151260ec26
smd_2022_1A10,Billy Easley,Billy Easley,False,False,1e31fd5eef7242837ed76a44d023856e685fd2e33600942ed41cfce5
smd_2022_1B01,Larry Handerhan  Vice Chair,Larry Handerhan,False,False,fbf34962d6b8ed61538de949f5d53df87f422b94b5d24bc596393c3e
smd_2022_1B02,Sean Holihan,Sean Holihan,False,False,b1dc2dfecc23e1fa6e4431defc5bc66718812ae557392be7550ccdc9
smd_2022_1B03,Jamie S. Sycamore,Jamie S. Sycamore,False,False,23c7c09862c53eca7c6e026a2e29f8b462870c7872f954ae367fba9f
smd_2022_1B04,Santiago Lakatos  Treasurer,Santiago Lakatos,False,False,140f18e5e9cb26df7a55b2da55d95559f5a9c660adc8632231b1799e
smd_2022_1B05,Alan Kensek,Alan Kensek,False,False,938f8f59c590fb392a8f3105600872618c369f3e98e87ec67a0d36bb
smd_2022_1B06,Mark Johnson,Mark Johnson,False,False,0746131787bb80be076b4899dd2bfa56d7fd5133536bca0cb5640ec5
smd_2022_1B07,Ashleigh Fields,Ashleigh Fields,False,False,f5e2c9d9a4297de27ab4de9b3b80f2898917b4202a3aa8b0e23e88fa
smd_2022_1B08,Sabel Harris  Chairperson,Sabel Harris,False,True,a9a4d00bb99284a359ed0e6abe2bfd26dfff4106c0f20c497a78db94
smd_2022_1B09,Tucker Jones  Secretary,Tucker Jones,False,False,1fa419cb63f5b4099589b573e56c908d6ca44d8f4a8996ffa8172b20
smd_2022_1C01,Vacant,Vacant,True,False,0454a30114b9231f82bdf6edd261498042f8d610e5546f09eabd74be
smd_2022_1C02,Lee Dixon,Lee Dixon,False,False,111aa53c2f0cd8d4afe4176ae07dec4f74a3caaf25342acbaac172b4
smd_2022_1C03,Peter Wood  Chairperson,Peter Wood,False,True,9c5274f5ad604279f871fa28067f7277cbb41223c4b23f7c0f410ba3
smd_2022_1C04,Joseph Van Wye  Vice Chair,Joseph Van Wye,False,False,93f291053007fb612fb713e84af73a15b5c51f350b983735205651ad
smd_2022_1C05,Margaret Stevens,Margaret Stevens,False,False,411703cb70bef1f6eb81f05229e3fe5f318ab999002239ce84b01fbe
smd_2022_1C06,Lynda Laughlin,Lynda Laughlin,False,False,696edf104837545d69283fe861a5b16441185e809e31a6762ecd01bc
smd_2022_1C07,Jake Faleschini  Secretary,Jake Faleschini,False,False,8e55b575c9c8989c8d201d8c60302bba29989586b2b5fe6c8f2b8b5b
smd_2022_1C08,Barney Shapiro  Treasurer,Barney Shapiro,False,False,c6cb9c17290f2e2f3fffc8f913008739c82d1b7ba703fff05cd6c7bf
smd_2022_1C09,John Jones,John Jones,False,False,f1a6ece9653e81de5fa28dc0ff0fc2c84a73e144f77a1def091ba54e
smd_2022_1D01,Kelly Willis,Kelly Willis,False,False,25d5e059e49a8810a0d1a956cd048b2f0cd2fcb4d4b47d1c9d3fef19
smd_2022_1D02,Hannah Grigg  Treasurer,Hannah Grigg,False,False,e240f6e3a04a1ca1213b179b4dca191c808aae9d6dd35cd30782ce11
smd_2022_1D03,Erika Nunez  Secretary,Erika Nunez,False,False,e144d25bf66fa3ab66e2ee252d58207f482a29ef59e4b620361777d9
smd_2022_1D04,Yasmin Romero,Yasmin Romero,False,False,6001606b250ae8f04e2eedda088c474715e1ed6b598f11bb2136eaba
smd_2022_1D05,Omar Parbhoo,Omar Parbhoo,False,False,78d3fc81949f87f34ff039426cbc5ea056cab897ff772c8c93ca6eb2
smd_2022_1D06,Angela Allison  Chairperson,Angela Allison,False,True,4a21d15d57628ce7395b6fb49ef3a0219f07bccfba2f426a18251e00
smd_2022_1D07,Gary Decker  Vice Chair,Gary Decker,False,False,42630815e16d7f773395e3f7ece8200b3381da65c0d19f4e3d3ab668
smd_2022_1E01,Bradley Gallagher,Bradley Gallagher,False,False,9a0311eb20ace061f0d9756d48ad5d02f5a0871ce94f3d8634afa2f4
smd_2022_1E02,Bobbie Lancaster,Bobbie Lancaster,False,False,04fc976786eeb951829a12d15b47917c9121ba4379d8cf57f6c532b8
smd_2022_1E03,Michael Wray  Treasurer,Michael Wray,False,False,40cae7f0a81be30470496cd857614ec550b8edf90b77901217078e8e
smd_2022_1E04,Rashida Brown  Vice Chair,Rashida Brown,False,False,d55800d5b850752d4a81a42276cb3a00ee154aab87c151dbbcac3f7b
smd_2022_1E05,Philip Newland,Philip Newland,False,False,e7a8c8cdc738980ac0fb943a798a34044a469fc04d81955d610ab04f
smd_2022_1E06,Josh Jacobson  Secretary,Josh Jacobson,False,False,0916aa0f12ce0f81c58646ae9bf8f54c55be31844db93cdf0cba51bb
smd_2022_1E07,Brian Footer  Chairperson,Brian Footer,False,True,014ccbf59a395745caf931f2c8cdbf041ace43fe4e0a47b2617c51f1
smd_2022_2A01,Yannik Omictin,Yannik Omictin,False,False,af586ddf9f550beb73c4a3c43fcaac4df6706c8764faff1f938ea02c
smd_2022_2A02,Jim Malec  Vice Chair,Jim Malec,False,False,eb21570545f257bd3aee37a04d51db0fd3eb36da3b2ffe798bc88a4d
smd_2022_2A03,"Trupti ""Trip"" Patel","Trupti ""Trip"" Patel",False,False,b8c3b4a2198017821ca2aba9c1f069df178a6b2ad8be7d585708f4d1
smd_2022_2A04,Ed Comer  Secretary,Ed Comer,False,False,bf645494b52fffabeddf1c0defbe2ccba959adf8fffdcb15c3ae3dc0
smd_2022_2A05,Kimberly Courtney,Kimberly Courtney,False,False,899804553b4538c74695f596e647eb451ba178219b78504a56eeb315
smd_2022_2A06,Joel Causey  Chairperson,Joel Causey,False,True,32885dd14060f549d950184479a0d208f5f1d21fabba945845d6eb5e
smd_2022_2A07,Dasia Bandy  Treasurer,Dasia Bandy,False,False,b6d395e514168fd0e3b82c068bf9c90d356c253fb873f12fb0dd72f2
smd_2022_2A08,Jordan Nassar,Jordan Nassar,False,False,2cb810e141ccdece006421137e43f71904008c19ea84b385a741ceb8
smd_2022_2A09,Evelyn Hudson,Evelyn Hudson,False,False,b12e147127983999b294e10667f2ad200d3e10ed324cf9259f46c7cc
smd_2022_2B01,Meg Roggensack Chairperson,Meg Roggensack,False,True,07606e66aad9df80132129e38f66bda9679f9d0d636d207763c1f7a9
smd_2022_2B02,Jeff Rueckgauer,Jeff Rueckgauer,False,False,c59cd9f18a3edc0e4dcfb157b370e8d9f8393315479f8f4f2a195a28
smd_2022_2B03,Vincent E. Slatt,Vincent E. Slatt,False,False,3c292fd39959ce359b4a2ef2b1177068e5a60d80d64d0f5af32f2951
smd_2022_2B04,China Dickerson  Treasurer,China Dickerson,False,False,36fb1e2a6630960da76557e209166202f47826111cc3099d4fcc2411
smd_2022_2B05,Z Stein,Z Stein,False,False,25a4d531558f4ca951fa0238ddbc94a18e5c94bcac0cd8ead8f45a17
smd_2022_2B06,Matt Johnson,Matt Johnson,False,False,5c3b2c63bec9ca6cd097fdc897d20d844d9407d128bdfcd3f969085c
smd_2022_2B07,Patricia Bencivenga  Secretary,Patricia Bencivenga,False,False,c05c9e5cc9afa4a78fc778a2a5953eca32cad4cbdcb69602152c1968
smd_2022_2B08,Zachary Adams  Vice Chair,Zachary Adams,False,False,424225e43a4f4ed930b14d54676861efb9d0a3d346bbcb1590bf0320
smd_2022_2B09,Christopher Davis,Christopher Davis,False,False,5bac40420a53d9f6a6f0c31e843f043cd2329fa8494a06771abdcb49
smd_2022_2C01,Michael D. Shankle  Chairperson,Michael D. Shankle,False,True,21f2720da11759f5d51811f0a2f7036fb83d823a386cd57ca29a33c2
smd_2022_2C02,Rebecca Strauss  Vice Chair,Rebecca Strauss,False,False,b24c28173fc1041fb1eb10f24712a0384c8ec8c9c5a65e1faa6f4f23
smd_2022_2C03,Thomas S. Lee  Treasurer,Thomas S. Lee,False,False,1430fc90fe5e0d534cb7f5269e45056a7a9ef537e6365c88b0c40a33
smd_2022_2C04,Kristin Roe  Seretary,Kristin Roe,False,False,5737efa81490aa87bc8461a7249f9346374eea74e8d8eb7a48956b3f
smd_2022_2D01,Ashley Warren  Chairperson/Secretary,Ashley Warren,False,True,1af6ae2b212daf4241d75d5db7413038a8b7ee6cbbcbe66f3f6305ce
smd_2022_2D02,Carole L. Feld  Vice Chair/Treasurer,Carole L. Feld,False,False,ec455da2df448cd8233c856bfeda1b38e9c4f03da7f63fc8605a8234
smd_2022_2E01,Kishan Putta,Kishan Putta,False,False,4543d7cc796b2bc9192df66e359c51904c9a3cb754d272f49435502e
smd_2022_2E02,"Christopher ""Topher"" Matthews","Christopher ""Topher"" Matthews",False,False,8c9f8c3df05fa3f1b02c10c69145bff864a8d1ba875c0fdc535bc372
smd_2022_2E03,Paul Maysak,Paul Maysak,False,False,da36e029462b004a3a5c0d86e23acf53dbc949f74b7a2012eaef7d6d
smd_2022_2E04,Joseph Massaua  Treasurer,Joseph Massaua,False,False,06b8f7507352cc7111de6f3ea19ababf848d1082bc562dc463eb0e13
smd_2022_2E05,Mimsy Lindner,Mimsy Lindner,False,False,79c09e5621768a67adbd0827fe400c6182cc55a30843bb85119eb76c
smd_2022_2E06,Gwendolyn Lohse  Vice Chair,Gwendolyn Lohse,False,False,401b08152e896c7717587066b1fe786a81a8014e1cb2ed460be36305
smd_2022_2E07,Elizabeth H. Miller  Chairperson,Elizabeth H. Miller,False,True,8815d43a75b57fb1feea3e5cf7d5015bca2a27cb8402c2fbb877a4d4
smd_2022_2E08,John Di Pierri  Secretary,John Di Pierri,False,False,132580f75ecc8b6cd2dab7e88bc24d77ab427991b249a5e0f66bde69
smd_2022_2F01,David R. Rubenstein,David R. Rubenstein,False,False,5aeaa4564d9fadf24272917a7afe5571ea4efc83ef81ba323127defd
smd_2022_2F02,Neil Rocklin,Neil Rocklin,False,False,90d7fcf2b9d5ae153ed9eeb68369a9265c038bca7cd5b294796dd087
smd_2022_2F03,Joe Florio  Chairperson,Joe Florio,False,True,5d368f7d5e90fd59fee853e74910bd3073ded8569222fbec9e3e0cbe
smd_2022_2F04,Brian J. Mccabe,Brian J. Mccabe,False,False,54ebf76d25b8fa994e01dc68df286c196d6e9db0724ae88a3590f1e4
smd_2022_2F05,Christopher Dyer  Secretary,Christopher Dyer,False,False,f6b25c07ce5319eafd330dbf3838f642f35020b36668d4ce8f617d10
smd_2022_2F06,Mathhew Fouracre  Treasurer,Mathhew Fouracre,False,False,d80b63d4a2a06dcad66dc62dc6d25cb3114a5192e08a435c06f2276d
smd_2022_2F07,Brant J. Miller  Vice Chair,Brant J. Miller,False,False,7054bfecda94e47c4152c28ca543eb9b9ccb7fcc313f35dd356089e8
smd_2022_2F08,Caroline Zagraniczny,Caroline Zagraniczny,False,False,84ac9a056d5f13e036f7e34368b5489975455480d60dda1ec8e119db
smd_2022_2G01,"Anthony ""Tony"" Brown  Treasurer","Anthony ""Tony"" Brown",False,False,91c5a82947594d876866a32297c8b5231029c2a8a8ae49ba560d243f
smd_2022_2G02,"Alexander M. ""Alex"" Padro  Chairperson","Alexander M. ""Alex"" Padro",False,True,43ff913a1446601a8de7b9e984b65a3d27c9d48d8f98ca8d5165a74c
